rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,HZ_bin,Temp_habitable_bin,H_index
9371,8743244,K08166.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,365.61087,0.01978,-0.01978,185.4567,0.0321,-0.0321,0.935,0.038,-0.696,16.102,0.849,-0.849,1116.0,100.0,-100.0,4.42,1.39,-0.6,273.0,,,1.32,1.26,-0.46,12.3,3.0,q1_q17_dr25_tce,6060.0,191.0,-212.0,4.408,0.087,-0.203,1.068,0.337,-0.144,287.33807,44.918709,15.386,1,1,1.0
9378,9011955,K08279.01,,CANDIDATE,CANDIDATE,0.702,0,0,0,0,367.0896,0.02281,-0.02281,178.6744,0.0422,-0.0422,1.242,72.99,-3.631,28.02,1.4,-1.4,2092.3,93.5,-93.5,35.3,12.32,-4.11,281.0,,,1.48,1.53,-0.5,27.7,1.0,q1_q17_dr25_tce,6268.0,173.0,-260.0,4.429,0.058,-0.232,1.1,0.384,-0.128,287.86737,45.321289,15.267,1,1,1.0
9414,9075882,K08175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,367.01607,0.02084,-0.02084,181.8404,0.0439,-0.0439,0.633,0.025,-0.508,15.48,1.1,-1.1,738.6,77.2,-77.2,2.46,0.7,-0.22,245.0,,,0.85,0.7,-0.23,11.2,1.0,q1_q17_dr25_tce,5931.0,161.0,-178.0,4.545,0.036,-0.192,0.863,0.246,-0.077,285.66858,45.45433,15.168,1,1,1.0
9417,9239670,K08282.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,456.55308,0.01288,-0.01288,527.3529,0.0172,-0.0172,0.673,0.038,-0.5,4.435,0.609,-0.609,116.2,20.1,-20.1,1.48,0.32,-0.39,270.0,,,1.26,0.78,-0.64,7.3,1.0,q1_q17_dr25_tce,5678.0,142.0,-128.0,4.161,0.26,-0.14,1.298,0.278,-0.34,298.90518,45.61084,11.858,1,1,1.0
9420,9536836,K08285.01,,FALSE POSITIVE,FALSE POSITIVE,0.121,1,0,0,0,320.347208,0.008503,-0.008503,406.2309,0.0148,-0.0148,0.548,0.415,-0.334,7.159,0.559,-0.559,262.8,38.3,-38.3,1.58,0.46,-0.15,274.0,,,1.33,1.14,-0.38,8.8,1.0,q1_q17_dr25_tce,6146.0,164.0,-201.0,4.497,0.05,-0.2,0.943,0.273,-0.091,295.90207,46.116138,13.996,1,1,1.0
9430,7757698,K07848.01,,FALSE POSITIVE,FALSE POSITIVE,0.207,1,0,0,0,369.181947,0.006711,-0.006711,399.5169,0.0154,-0.0154,0.021,0.428,-0.021,3.239,0.352,-0.352,913.0,112.0,-112.0,2.6,0.77,-0.24,245.0,,,0.85,0.73,-0.23,9.9,1.0,q1_q17_dr25_tce,5959.0,160.0,-178.0,4.546,0.036,-0.204,0.859,0.252,-0.079,293.43799,43.476501,14.433,1,1,1.0
9433,7451315,K08268.01,,FALSE POSITIVE,FALSE POSITIVE,0.231,1,0,0,0,368.5224,0.02554,-0.02554,177.454,0.0566,-0.0566,1.22,69.6,-4.34,36.29,2.2,-2.2,1330.2,71.1,-71.1,26.7,8.0,-3.43,260.0,,,1.09,0.99,-0.38,22.7,1.0,q1_q17_dr25_tce,6063.0,191.0,-233.0,4.473,0.07,-0.21,0.941,0.282,-0.121,293.7084,43.08815,15.564,1,1,1.0
9444,9777990,K07963.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.3400358,0.00035,-0.00035,140.9329,0.0177,-0.0177,0.006,0.502,-0.006,5.7,0.778,-0.778,1706.0,400.0,-400.0,0.68,0.33,-0.14,248.0,,,0.89,1.34,-0.37,8.0,1.0,q1_q17_dr25_tce,3358.0,119.0,-59.0,5.149,0.092,-0.138,0.174,0.083,-0.036,294.7959,46.521626,18.013,1,1,1.0
9465,10585887,K08293.01,,FALSE POSITIVE,FALSE POSITIVE,0.19,1,0,0,0,378.65484,0.02276,-0.02276,288.2584,0.0341,-0.0341,0.243,0.219,-0.243,11.3,2.6,-2.6,247.8,77.9,-77.9,1.53,0.49,-0.19,258.0,,,1.04,0.97,-0.35,6.8,1.0,q1_q17_dr25_tce,6000.0,167.0,-209.0,4.463,0.07,-0.21,0.97,0.306,-0.123,285.24338,47.812592,14.872,1,1,1.0
9476,11867733,K08294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,384.356448,0.003684,-0.003684,298.90354,0.00774,-0.00774,0.848,0.117,-0.644,3.872,0.274,-0.274,715.7,63.8,-63.8,3.03,0.89,-0.38,255.0,,,1.0,0.86,-0.33,13.2,1.0,q1_q17_dr25_tce,5903.0,158.0,-193.0,4.445,0.067,-0.202,0.994,0.291,-0.125,293.77362,50.12447,14.391,1,1,1.0
9477,4446859,K08246.01,,CANDIDATE,CANDIDATE,0.228,0,0,0,0,425.64971,0.02019,-0.02019,284.3479,0.0357,-0.0357,0.303,0.15,-0.303,11.07,1.3,-1.3,171.2,27.8,-27.8,1.58,0.45,-0.37,281.0,,,1.48,1.27,-0.71,7.6,1.0,q1_q17_dr25_tce,6067.0,182.0,-182.0,4.253,0.22,-0.18,1.195,0.342,-0.279,285.60822,39.5793,13.855,1,1,1.0
9491,2284957,K08085.01,,CANDIDATE,CANDIDATE,0.416,0,0,0,0,419.2615,0.02931,-0.02931,187.5475,0.0581,-0.0581,0.5,0.447,-0.296,21.53,2.6,-2.6,287.8,41.8,-41.8,1.7,0.46,-0.31,256.0,,,1.02,0.82,-0.41,10.1,1.0,q1_q17_dr25_tce,5979.0,161.0,-179.0,4.379,0.17,-0.187,0.975,0.266,-0.177,286.61917,37.62624,14.547,1,1,1.0
9501,12117215,K08296.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,272.54288087,,,349.7527344,,,0.287,,,3.0246,,,807.2,,,2.35,0.61,-0.2,255.0,,,1.0,0.76,-0.25,5.7,1.0,q1_q17_dr25_tce,5677.0,152.0,-152.0,4.563,0.044,-0.176,0.828,0.216,-0.072,294.92795,50.662369,15.111,1,1,1.0
9503,2438406,K04941.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,262.71162,0.02164,-0.02164,134.3692,0.0903,-0.0903,0.019,0.437,-0.019,7.72,1.4,-1.4,1449.0,264.0,-264.0,3.69,1.05,-0.61,272.0,,,1.29,1.14,-0.5,7.0,1.0,q1_q17_dr25_tce,5398.0,187.0,-168.0,4.375,0.171,-0.209,0.99,0.281,-0.164,290.31512,37.742451,16.546,1,1,1.0
9527,10011213,K07982.01,,CANDIDATE,CANDIDATE,0.189,0,0,0,0,376.37989,0.0468,-0.0468,486.6022,0.0711,-0.0711,0.305,0.208,-0.305,13.99,2.2,-2.2,1140.0,106.0,-106.0,3.26,1.0,-0.33,265.0,,,1.16,1.07,-0.35,13.3,1.0,q1_q17_dr25_tce,6231.0,188.0,-225.0,4.488,0.054,-0.216,0.955,0.291,-0.097,291.60455,46.973289,15.632,1,1,1.0
9528,10014875,K07983.01,,FALSE POSITIVE,FALSE POSITIVE,0.03,1,0,0,0,453.64875,0.06725,-0.06725,296.6153,0.0859,-0.0859,0.519,0.448,-0.305,18.34,3.2,-3.2,523.4,54.6,-54.6,2.18,0.65,-0.22,239.0,,,0.77,0.69,-0.22,9.0,1.0,q1_q17_dr25_tce,6060.0,181.0,-199.0,4.509,0.05,-0.2,0.925,0.277,-0.092,293.19342,46.91655,15.677,1,1,1.0
9531,4276445,K08092.01,,FALSE POSITIVE,FALSE POSITIVE,0.05,1,0,0,0,405.65377,0.02418,-0.02418,266.3288,0.0516,-0.0516,0.102,0.377,-0.102,11.02,3.2,-3.2,521.0,174.0,-174.0,2.03,0.56,-0.19,246.0,,,0.87,0.71,-0.25,7.7,1.0,q1_q17_dr25_tce,6102.0,183.0,-201.0,4.528,0.05,-0.2,0.887,0.242,-0.086,294.93173,39.36182,15.24,1,1,1.0
9555,8308347,K03761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,164.950399,0.002941,-0.002941,280.9154,0.0139,-0.0139,0.724,0.024,-0.056,30.86,0.775,-0.775,24493.0,584.0,-584.0,11.23,1.19,-1.08,252.0,,,0.95,0.4,-0.27,65.7,2.0,q1_q17_dr25_tce,5001.0,191.0,-174.0,4.603,0.066,-0.048,0.664,0.07,-0.064,294.89749,44.21579,15.473,1,1,1.0
